[2025-08-19 17:36:14] [INFO    ] discord.client: logging in using static token
[2025-08-19 17:36:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 10, 'op': 0, 'd': {'user_id': '834342092259459152', 'timestamp': 1755605235, 'member': {'user': {'username': 'ganesan_p', 'public_flags': 0, 'primary_guild': None, 'id': '834342092259459152', 'global_name': 'Ganesan', 'display_name_styles': None, 'display_name': 'Ganesan', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '7ead884cd55a983cf2734068d1519eb5'}, 'roles': ['1278013695263244480', '1277992077250269267', '1278015181452214316', '1278015266915094630'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-27T14:09:44.017000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1277988638185099377', 'guild_id': '1277988638185099374'}}
[2025-08-19 17:36:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 17:36:35] [DEBUG   ] discord.client: Dispatching event typing
[2025-08-19 17:36:35] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-08-19 17:36:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-19T12:07:23.725000+00:00', 'pinned': False, 'nonce': '1407334964931854336', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1278013695263244480', '1277992077250269267', '1278015181452214316', '1278015266915094630'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-27T14:09:44.017000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1407335137175404557', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!poll is sarjun the best', 'components': [], 'channel_type': 0, 'channel_id': '1277988638185099377', 'author': {'username': 'ganesan_p', 'public_flags': 0, 'primary_guild': None, 'id': '834342092259459152', 'global_name': 'Ganesan', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '7ead884cd55a983cf2734068d1519eb5'}, 'attachments': [], 'guild_id': '1277988638185099374'}}
[2025-08-19 17:36:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 17:36:43] [DEBUG   ] discord.client: Dispatching event message
[2025-08-19 17:36:43] [DEBUG   ] discord.client: Dispatching event command
[2025-08-19 17:36:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-19T12:07:24.165000+00:00', 'pinned': False, 'nonce': '15310610467382310286', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1407322128931356675'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-19T11:15:42.385117+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1407335139020640469', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'New Poll', 'id': '1407335139020640470', 'description': 'is sarjun the best', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1277988638185099377', 'author': {'username': 'project_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1407321487827800085', 'global_name': None, 'display_name_styles': None, 'discriminator': '7517', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1277988638185099374'}}
[2025-08-19 17:36:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 17:36:43] [DEBUG   ] discord.client: Dispatching event message
[2025-08-19 17:36:43] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1277988638185099377/messages with {"embeds":[{"flags":0,"type":"rich","description":"is sarjun the best","title":"New Poll"}],"content":null,"components":[],"nonce":"15310610467382310286","enforce_nonce":true,"tts":false} has returned 200
[2025-08-19 17:36:43] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1277988638185099377/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'New Poll', 'description': 'is sarjun the best', 'content_scan_version': 0}], 'timestamp': '2025-08-19T12:07:24.165000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1407335139020640469', 'channel_id': '1277988638185099377', 'author': {'id': '1407321487827800085', 'username': 'project_bot', 'avatar': None, 'discriminator': '7517', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15310610467382310286'}
[2025-08-19 17:36:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 13, 'op': 0, 'd': {'user_id': '1407321487827800085', 'type': 0, 'message_id': '1407335139020640469', 'message_author_id': '1407321487827800085', 'member': {'user': {'username': 'project_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1407321487827800085', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7517', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1407322128931356675'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-19T11:15:42.385117+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👍', 'id': None}, 'channel_id': '1277988638185099377', 'burst': False, 'guild_id': '1277988638185099374'}}
[2025-08-19 17:36:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 17:36:44] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-08-19 17:36:44] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-08-19 17:36:44] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1277988638185099377/messages/1407335139020640469/reactions/%F0%9F%91%8D/@me with None has returned 204
[2025-08-19 17:36:44] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2025-08-19 17:36:44] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1277988638185099377/messages/1407335139020640469/reactions/%F0%9F%91%8D/@me has received 
[2025-08-19 17:36:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 14, 'op': 0, 'd': {'user_id': '1407321487827800085', 'type': 0, 'message_id': '1407335139020640469', 'message_author_id': '1407321487827800085', 'member': {'user': {'username': 'project_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1407321487827800085', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7517', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1407322128931356675'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-19T11:15:42.385117+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👎', 'id': None}, 'channel_id': '1277988638185099377', 'burst': False, 'guild_id': '1277988638185099374'}}
[2025-08-19 17:36:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 17:36:44] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-08-19 17:36:44] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-08-19 17:36:44] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1277988638185099377/messages/1407335139020640469/reactions/%F0%9F%91%8E/@me with None has returned 204
[2025-08-19 17:36:44] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2025-08-19 17:36:44] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1277988638185099377/messages/1407335139020640469/reactions/%F0%9F%91%8E/@me has received 
[2025-08-19 17:36:44] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-19 17:36:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 15, 'op': 0, 'd': {'user_id': '834342092259459152', 'type': 0, 'message_id': '1407335139020640469', 'message_author_id': '1407321487827800085', 'member': {'user': {'username': 'ganesan_p', 'public_flags': 0, 'primary_guild': None, 'id': '834342092259459152', 'global_name': 'Ganesan', 'display_name_styles': None, 'display_name': 'Ganesan', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '7ead884cd55a983cf2734068d1519eb5'}, 'roles': ['1278013695263244480', '1277992077250269267', '1278015181452214316', '1278015266915094630'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-27T14:09:44.017000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👍', 'id': None}, 'channel_id': '1277988638185099377', 'burst': False, 'guild_id': '1277988638185099374'}}
[2025-08-19 17:36:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 17:36:46] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-08-19 17:36:46] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-08-19 17:36:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_REMOVE', 's': 16, 'op': 0, 'd': {'user_id': '834342092259459152', 'type': 0, 'message_id': '1407335139020640469', 'emoji': {'name': '👍', 'id': None}, 'channel_id': '1277988638185099377', 'burst': False, 'guild_id': '1277988638185099374'}}
[2025-08-19 17:36:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 17:36:46] [DEBUG   ] discord.client: Dispatching event raw_reaction_remove
[2025-08-19 17:36:46] [DEBUG   ] discord.client: Dispatching event reaction_remove
[2025-08-19 17:36:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 17, 'op': 0, 'd': {'user_id': '834342092259459152', 'type': 0, 'message_id': '1407335139020640469', 'message_author_id': '1407321487827800085', 'member': {'user': {'username': 'ganesan_p', 'public_flags': 0, 'primary_guild': None, 'id': '834342092259459152', 'global_name': 'Ganesan', 'display_name_styles': None, 'display_name': 'Ganesan', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '7ead884cd55a983cf2734068d1519eb5'}, 'roles': ['1278013695263244480', '1277992077250269267', '1278015181452214316', '1278015266915094630'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-27T14:09:44.017000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👍', 'id': None}, 'channel_id': '1277988638185099377', 'burst': False, 'guild_id': '1277988638185099374'}}
[2025-08-19 17:36:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 17:36:47] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-08-19 17:36:47] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-08-19 17:36:57] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:36:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:37:38] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:37:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:38:19] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:38:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:39:00] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:39:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:39:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:39:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:40:23] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:40:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:41:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:41:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:41:45] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:41:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:42:27] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:42:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:43:08] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:43:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:43:49] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:43:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 17:44:30] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-08-19 17:44:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
